"x","y"
0.80745205283165,0.0131565937772393
0.506944617256522,0.18915886618197
0.0659201499074697,0.0714731337502599
0.606582815526053,0.411939417943358
0.0432279866654426,0.124318171525374
0.105988929513842,0.857163281645626
0.535673215053976,0.89691243506968
0.499685470014811,0.119566380279139
0.53566474840045,0.399516551755369
0.583057658048347,0.992883012862876
0.108629113528877,0.164945246651769
0.869466081727296,0.990527742542326
0.037957901135087,0.280703668482602
0.0651612393558025,0.875040434068069
0.313882474787533,0.0118532497435808
0.797191633144394,0.101643614238128
0.109847469720989,0.578370225615799
0.13971281517297,0.454241984756663
0.29174097487703,0.871838639955968
0.609062247211114,0.699924804735929
0.522615306312218,0.172203962458298
0.298674663761631,0.606103046564385
0.0387657752726227,0.907792051322758
0.136109109967947,0.933553498936817
0.132733959937468,0.406724340980873
0.00434257509186864,0.748839121079072
0.158517865696922,0.0767792293336242
0.749361286405474,0.757165873190388
0.7153562346939,0.6801890314091
0.193623909261078,0.37848637951538
0.339964049868286,0.351268818601966
0.885280498769134,0.923050863668323
0.139308997429907,0.881954955868423
0.497462044470012,0.0543436836451292
0.171919972868636,0.00833194563165307
0.335736849578097,0.790721462108195
0.340008772909641,0.885175870032981
0.663111101835966,0.121279946062714
0.0990258601959795,0.0896964317653328
0.306967287324369,0.30365570099093
0.222000791924074,0.225492428056896
0.362197928363457,0.880795082543045
0.269635425647721,0.661673362599686
0.186563088791445,0.678198440000415
0.581613483838737,0.0727047112304717
0.820594118209556,0.0559730019886047
0.485158931463957,0.748272696044296
0.983133017318323,0.378430695040151
0.643380973953754,0.485163647914305
0.263999962713569,0.124861889751628
0.90133418655023,0.762579179136083
0.229882927145809,0.72984951059334
0.70103875384666,0.272555215051398
0.55898837512359,0.881807941943407
0.572349859634414,0.334737440571189
0.443327977787703,0.173958418192342
0.886945444857702,0.0326401523780078
0.204719663597643,0.65323618799448
0.187688633333892,0.872420690953732
0.802746738074347,0.895053633488715
0.428484737407416,0.895000513410196
0.482533429050818,0.744780816603452
0.946492656134069,0.253986921161413
0.659307305933908,0.754000230925158
0.724809074308723,0.850305042462423
0.528294951654971,0.485302149085328
0.672010545153171,0.325910874875262
0.343017635867,0.779653275152668
0.596680226270109,0.195752125466242
0.444042525952682,0.0383753774221987
0.862950344802812,0.557576631894335
0.312506325542927,0.463068861747161
0.714240987086669,0.387236764887348
0.207024144241586,0.327750076772645
0.722664200002328,0.47264266689308
0.314737979788333,0.656603205250576
