"x","y"
0.901141752721742,0.411322935018688
0.488359607756138,0.578316391445696
0.621870229253545,0.372196059906855
0.597063358873129,0.23426300403662
0.541720342822373,0.12707511219196
0.666012641740963,0.96712103462778
0.46424528141506,0.285140594700351
0.0941305994056165,0.203220754861832
0.892783318646252,0.958598638419062
0.176418758230284,0.551369845401496
0.1643384732306,0.461819080403075
0.465000974945724,0.751049643149599
0.343937771162018,0.654339187545702
0.335846429457888,0.435177346225828
0.245279730996117,0.589344684965909
0.660790536552668,0.0517534280661494
0.648318949155509,0.45297030499205
0.932497975649312,0.12985664838925
0.200436370680109,0.509913434972987
0.629341491498053,0.821937933098525
0.175208136439323,0.883365224581212
0.593751120846719,0.297232937533408
0.584479349665344,0.734070953680202
0.00664008385501802,0.286289947340265
0.677294999128208,0.247530315769836
0.830137304961681,0.176080823875964
0.727146053221077,0.953657031524926
0.889527661493048,0.353037987370044
0.43285803985782,0.801474302774295
0.078447577310726,0.71256473986432
0.0513223286252469,0.790075061377138
0.728063989896327,0.278289152542129
0.895803183550015,0.452233031159267
0.00768071017228067,0.741738844662905
0.271785390330479,0.701889888849109
0.245075757382438,0.551633295137435
0.559960161102936,0.294955511577427
0.257960410090163,0.762412912910804
0.222515789791942,0.320312067633495
0.961515732808039,0.745055112754926
0.38555944385007,0.43875062209554
0.757972507504746,0.532755545107648
0.682716127950698,0.655670328298584
0.0520788198336959,0.176351882517338
0.666428326861933,0.737787961261347
0.0965279312804341,0.174130900297314
0.659112375695258,0.729054930852726
0.134826806606725,0.00468661426566541
0.751558425603434,0.713103735819459
0.320898612495512,0.352885643020272
0.113540760008618,0.257176018785685
0.99154054117389,0.548047290183604
0.0791720440611243,0.632996895816177
0.973377867368981,0.740505319321528
0.341873738449067,0.0165653107687831
0.84088797820732,0.834729828173295
0.887651440221816,0.764463564846665
0.367539788363501,0.984297844581306
0.788763999473304,0.712431751657277
0.0496995083522052,0.444971058284864
0.268914457410574,0.248358741635457
0.00169690721668303,0.181279209908098
0.750843846704811,0.723202958935872
0.424965311074629,0.617393277352676
0.774036414222792,0.530969833023846
0.993147184373811,0.630974794039503
0.121035380521789,0.303309566341341
0.306748999515548,0.519725940423086
