"x","y"
0.697870416333899,0.342690731165931
0.703791304724291,0.880194592522457
0.696520475903526,0.313031180994585
0.893511635018513,0.688342907698825
0.340911935083568,0.864177673589438
0.697115095565096,0.452103140065446
0.189440750749782,0.718761554220691
0.311077945865691,0.330915455240756
0.686904689064249,0.490150683559477
0.0971347312442958,0.928404492326081
0.976504043210298,0.683616994647309
0.0372253358364105,0.48648669407703
0.819672330049798,0.539830611553043
0.565187603468075,0.143317307112738
0.494021203834563,0.375396455638111
0.571627050172538,0.995491122826934
0.0402930318377912,0.470181087730452
0.817627721233293,0.71664612274617
0.233587100403383,0.978760804282501
0.839638562640175,0.154018535045907
0.130149700446054,0.290927967755124
0.518657205859199,0.681306366110221
0.353625432122499,0.339865025831386
0.865421272814274,0.219286231789738
0.384638184215873,0.820593984099105
0.80576124181971,0.5861632283777
0.471650753635913,0.636522149434313
0.668646095087752,0.0274383297655731
0.726811259053648,0.542580455075949
0.526700613321736,0.48941612476483
0.00627137208357453,0.00384412729181349
0.790130850626156,0.980895940912887
0.923344713170081,0.0741784416604787
0.100682656047866,0.377144974423572
0.381075305631384,0.89014949137345
0.425889667356387,0.190422670915723
0.199103330262005,0.771427562460303
0.477556966245174,0.716727291001007
0.519657645840198,0.478937222389504
0.153019952354953,0.911575010046363
0.462638227501884,0.553588666021824
0.511928576976061,0.438525864854455
0.249169023009017,0.645773090189323
0.572951042558998,0.203544854652137
0.243137635989115,0.0708202163223177
0.0452177301049232,0.250737027032301
0.818494466366246,0.115140666952357
0.376319554634392,0.149049193365499
0.446336176944897,0.209524531150237
0.0630560189019889,0.797469075536355
0.582158832577989,0.355568431317806
0.70741244032979,0.198494400829077
0.0670829250011593,0.586810534819961
0.818329287692904,0.564115522895008
0.141368940472603,0.485561661189422
0.201747292419896,0.114524836651981
0.231708496809006,0.482067963341251
0.824648441746831,0.421556590823457
0.574410545174032,0.566682208096609
0.343649324961007,0.794335924787447
0.496469901409,0.236353669548407
0.82293366198428,0.695649268804118
0.380535704549402,0.073620158713311
0.993531775660813,0.310072951950133
0.00939053762704134,0.378997440217063
0.0536850779317319,0.124936907319352
0.721673720516264,0.557773123029619
0.682739084819332,0.968678596196696
0.89769955794327,0.0156885040923953
0.839656369993463,0.01655537285842
0.581673639826477,0.535866808146238
0.0666730899829417,0.0588556507136673
0.99381361505948,0.229540697997436
0.214629590976983,0.509768769377843
0.14723082142882,0.288073166506365
0.888930563582107,0.338888408383355
0.143580701434985,0.914702880196273
0.737512310268357,0.900309974327683
0.169816524954513,0.496566657908261
0.144212961662561,0.18954411521554
0.506506153848022,0.783169904723763
0.777586026815698,0.729229778749868
0.14429899957031,0.557129732333124
0.791284244274721,0.729115731781349
0.613516052486375,0.044914735481143
0.285434446064755,0.855620065703988
0.464222234208137,0.627047264482826
0.156351010547951,0.257314815185964
0.134535848395899,0.924673471366987
0.712801372399554,0.743285070173442
0.692949780961499,0.24541918351315
0.430797366192564,0.798660581698641
0.0688156990800053,0.186668189242482
0.894772945903242,0.915909682633355
0.708791549317539,0.13440300244838
0.199948441004381,0.776697682216763
0.48288611904718,0.743525655474514
0.819007815094665,0.550434151198715
0.647125547518954,0.32246334082447
0.308002121513709,0.535160599276423
